!! YAML file for Class AA verbs

gatáa+V+SINGULAR+IMPERATIVE: gatáa
: gatáaga                          gatáa+V+IMMEDIATE+PRESENT
: ñáaguhl'ang'waa                    ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: ñáaguhl'ang'waang                  ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: ñáaguhl'ang'wägan                  ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: ñáaguhl'ang'aawaa                  ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: ñáaguhl'ang'aawaan                 ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: ñáaguhl'ang'waas                   ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: ñáaguhl'ang'aawaas                 ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: ñáaguhl'ang'waa.ang                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: ñáaguhl'ang'aawaa.ang              ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: ñáaguhl'ang'wägiinii               ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: ñáaguhl'ang'wägaangaa              ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: ñáaguhl'ang'wägaangaan             ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: ñáaguhl'ang'waaäsaa                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: ñáaguhl'ang'waaäs                  ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: ñáaguhl'ang'waaäsaang              ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: ñáaguhl'ang'waaäsga                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: ñáaguhl'ang'waaäsaas               ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: ñáaguhl'ang'waaäsaa.ang            ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: ñáaguhl'waa.ang ñasaa'áng          ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: ñáaguhl'waa.ang ñasaa'ánggang      ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: ñáaguhl'waa.ang ñasaasdlä'áng      ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: ñáaguhl'waa.ang ñasaasdlä'ánggang  ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: ñáaguhl'ang'waa'uuj                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: ñáaguhl'ang'waa'uujang             ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: ñáaguhl'ang'waaäsaa'uujang         ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: ñáaguhl'ang'waa'us                 ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: ñáaguhl'ang'waa'ujaa               ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: ñáaguhl'ang'waa'uujaangaa          ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: ñáaguhl'ang'waaäsaa'us             ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: ñáaguhl'ang'waa'ahlanggang         ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: ñáaguhl'ang'waa'ahlanggan          ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: ñáaguhl'ang'waa'ahlanggiinii       ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: ñáaguhl'ang'waaäsaa'ahlans         ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: ñáaguhl'ang'waa'ahlans             ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: ñáaguhl'ang'aawaa'ahlang           ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: ñáaguhl'ang'aawaa'ahlanggaa        ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: ñáaguhl'ang'aawaa'ahlanggang       ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: ñáaguhl'ang'waa'ahl                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: ñáaguhl'ang'waaäseehl              ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_UHL_STEM_2

: ñáagulga                          ñáaguhl+V+IMMEDIATE+PRESENT
: ñáagulgang                        ñáaguhl+V+SIMPLE+PRESENT
: ñáagulgan                         ñáaguhl+V+DIRECT+PAST
: ñáagul.ang                        ñáaguhl+V+NON_FACTIVE
: ñáagulgang                        ñáaguhl+V+INTERROGATIVE+PRESENT+HABITUAL
: ñáagulganggang                    ñáaguhl+V+PRESENT+HABITUAL
: ñáagulgangang                     ñáaguhl+V+PRESENT+HABITUAL+NON_FACTIVE
: ñáagulgiinii                      ñáaguhl+V+DIRECT+PAST+HABITUAL
: ñáagulgaangaa                     ñáaguhl+V+INTERROGATIVE+PAST+HABITUAL
: ñáagulgaangaan                    ñáaguhl+V+INDIRECT+PAST+HABITUAL
: ñáagulang ñasa'áa                 ñáaguhl+V+INTERROGATIVE+NEAR+FUTURE
: ñáagulang ñasa'áang               ñáaguhl+V+NEAR+FUTURE
: ñáagulang ñasaasdláa              ñáaguhl+V+INTERROGATIVE+VERYNEAR+FUTURE
: ñáagulang ñasaasdláang            ñáaguhl+V+VERYNEAR+FUTURE
: ñáagulgang'waa                    ñáaguhl+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: ñáagulgang'waang                  ñáaguhl+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: ñáagulgang'waa.ang                ñáaguhl+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: ñáagulgang'anggang                ñáaguhl+V+NEGATIVE+PRESENT+HABITUAL
: ñáagulgang'angang                 ñáaguhl+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: ñáagulang ñasaa'áng               ñáaguhl+V+NEGATIVE+INTERROGATIVE+NEAR+FUTURE
: ñáagulang ñasaa'ánggang           ñáaguhl+V+NEGATIVE+NEAR+FUTURE
: ñáagulang ñasaasdlä'áng           ñáaguhl+V+NEGATIVE+INTERROGATIVE+VERYNEAR+FUTURE
: ñáagulang ñasaasdlä'ánggang       ñáaguhl+V+NEGATIVE+VERYNEAR+FUTURE
: ñáagulgang'ang'waa                ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: ñáagulgang'ang'waang              ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: ñáagulgang'ang'waa.ang            ñáaguhl+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE

! LEXICON CLASS_UHL_STEM_3

: ñáagwaalaa                          ñáaguhl+V+INTERROGATIVE+PAST
: ñáagwaalaan                         ñáaguhl+V+INDIRECT+PAST
: ñáagwaalaas                         ñáaguhl+V+RELATIVE+EVIDENTIAL
: ñáagwaalaa.ang                      ñáaguhl+V+PAST+NON_FACTIVE
: ñáagwaal'ahlanggang                 ñáaguhl+V+CERTAIN+PRESENT
: ñáagwaal'ahlanggan                  ñáaguhl+V+CERTAIN+PAST
: ñáagwaal'ahlanggiinii               ñáaguhl+V+CERTAIN+PAST+HABITUAL
: ñáagwaal'ahlans                     ñáaguhl+V+CERTAIN+RELATIVE
: ñáagwaalaa'ahlang                   ñáaguhl+V+INTENSIVE+PAST
: ñáagwaalaa'ahlanggaa                ñáaguhl+V+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: ñáagwaalaa'ahlanggang               ñáaguhl+V+COUNTERFACTUAL+PRESENT
: ñáagwaal'ahl                        ñáaguhl+V+REFLEXIVE


! LEXICON CLASS_UNG_STEM_1

: ñ'usägúng                            ñ'usägúng+V+SINGULAR+IMPERATIVE
: ñ'usägúngga                          ñ'usägúng+V+IMMEDIATE+PRESENT
: ñ'usägúng                            ñ'usägúng+V+INTERROGATIVE+SIMPLE+PRESENT
: ñ'usägúnggang                        ñ'usägúng+V+SIMPLE+PRESENT
: ñ'usägúnggan                         ñ'usägúng+V+DIRECT+PAST
: ñ'usägúngs                           ñ'usägúng+V+RELATIVE
: ñ'usägúngang                         ñ'usägúng+V+NON_FACTIVE
: ñ'usägúnggang                        ñ'usägúng+V+INTERROGATIVE+PRESENT+HABITUAL
: ñ'usägúngganggang                    ñ'usägúng+V+PRESENT+HABITUAL
: ñ'usägúnggangang                     ñ'usägúng+V+PRESENT+HABITUAL+NON_FACTIVE
: ñ'usägúnggiinii                      ñ'usägúng+V+DIRECT+PAST+HABITUAL
: ñ'usägúnggaangaa                     ñ'usägúng+V+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúnggaangaan                    ñ'usägúng+V+INDIRECT+PAST+HABITUAL
: ñ'usägúngäsaa                        ñ'usägúng+V+INTERROGATIVE+FUTURE+LONG
: ñ'usägúngäs                          ñ'usägúng+V+INTERROGATIVE+FUTURE+SHORT
: ñ'usägúngäsaang                      ñ'usägúng+V+SIMPLE+FUTURE
: ñ'usägúngäsga                        ñ'usägúng+V+IMMEDIATE+FUTURE
: ñ'usägúngäsaas                       ñ'usägúng+V+RELATIVE+FUTURE
: ñ'usägúngäsaa.ang                    ñ'usägúng+V+FUTURE+NON_FACTIVE
: ñ'usägúngang ñasa'áa                 ñ'usägúng+V+INTERROGATIVE+NEAR+FUTURE
: ñ'usägúngang ñasa'áang               ñ'usägúng+V+NEAR+FUTURE
: ñ'usägúngang ñasaasdláa              ñ'usägúng+V+INTERROGATIVE+VERYNEAR+FUTURE
: ñ'usägúngang ñasaasdláang            ñ'usägúng+V+VERYNEAR+FUTURE
: ñ'usägúng'uuj                        ñ'usägúng+V+BIASED+IMMEDIATE+PRESENT
: ñ'usägúng'uujang                     ñ'usägúng+V+BIASED+SIMPLE+PRESENT
: ñ'usägúngäsaa'uujang                 ñ'usägúng+V+RESIGNED_OBLIGATION
: ñ'usägúng'us                         ñ'usägúng+V+BIASED+INTERROGATIVE+PRESENT
: ñ'usägúng'ujaa                       ñ'usägúng+V+BIASED+INTERROGATIVE+PAST
: ñ'usägúng'uujaangaa                  ñ'usägúng+V+BIASED+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúngäsaa'us                     ñ'usägúng+V+BIASED+INTERROGATIVE+FUTURE
: ñ'usägúngäsaa'ahlans                 ñ'usägúng+V+CERTAIN+FUTURE
: ñ'usägúngäseehl                      ñ'usägúng+V+FUTURE+REFLEXIVE+INTERROGATIVE
: ñ'usägúng'uu                         ñ'usägúng+V+PLURAL+IMPERATIVE
: ñ'usägúng'waa                        ñ'usägúng+V+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: ñ'usägúng'waa                        ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: ñ'usägúng'waang                      ñ'usägúng+V+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: ñ'usägúng'wägan                      ñ'usägúng+V+3rd_PERSON_PLURAL+DIRECT+PAST
: ñ'usägúng'aawaa                      ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: ñ'usägúng'aawaan                     ñ'usägúng+V+3rd_PERSON_PLURAL+INDIRECT+PAST
: ñ'usägúng'waas                       ñ'usägúng+V+3rd_PERSON_PLURAL+RELATIVE
: ñ'usägúng'aawaas                     ñ'usägúng+V+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: ñ'usägúng'waa.ang                    ñ'usägúng+V+3rd_PERSON_PLURAL+NON_FACTIVE
: ñ'usägúng'aawaa.ang                  ñ'usägúng+V+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: ñ'usägúnggang'waa                    ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: ñ'usägúnggang'waang                  ñ'usägúng+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: ñ'usägúnggang'waa.ang                ñ'usägúng+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: ñ'usägúng'wägiinii                   ñ'usägúng+V+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: ñ'usägúng'wägaangaa                  ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'wägaangaan                 ñ'usägúng+V+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: ñ'usägúng'waaäsaa                    ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: ñ'usägúng'waaäs                      ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: ñ'usägúng'waaäsaang                  ñ'usägúng+V+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: ñ'usägúng'waaäsga                    ñ'usägúng+V+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: ñ'usägúng'waaäsaas                   ñ'usägúng+V+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: ñ'usägúng'waaäsaa.ang                ñ'usägúng+V+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: ñ'usägúng'waa.ang ñasa'áa            ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: ñ'usägúng'waa.ang ñasa'áang          ñ'usägúng+V+3rd_PERSON_PLURAL+NEAR+FUTURE
: ñ'usägúng'waa.ang ñasaasdláa         ñ'usägúng+V+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: ñ'usägúng'waa.ang ñasaasdláang       ñ'usägúng+V+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: ñ'usägúng'waa'uuj                    ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: ñ'usägúng'waa'uujang                 ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: ñ'usägúng'waaäsaa'uujang             ñ'usägúng+V+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: ñ'usägúng'waa'us                     ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: ñ'usägúng'waa'ujaa                   ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: ñ'usägúng'waa'uujaangaa              ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'waaäsaa'us                 ñ'usägúng+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: ñ'usägúng'waa'ahlanggang             ñ'usägúng+V+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: ñ'usägúng'waa'ahlanggan              ñ'usägúng+V+3rd_PERSON_PLURAL+CERTAIN+PAST
: ñ'usägúng'waa'ahlanggiinii           ñ'usägúng+V+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: ñ'usägúng'waaäsaa'ahlans             ñ'usägúng+V+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: ñ'usägúng'waa'ahlans                 ñ'usägúng+V+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: ñ'usägúng'aawaa'ahlang               ñ'usägúng+V+3rd_PERSON_PLURAL+INTENSIVE+PAST
: ñ'usägúng'aawaa'ahlanggaa            ñ'usägúng+V+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: ñ'usägúng'aawaa'ahlanggang           ñ'usägúng+V+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: ñ'usägúng'waa'ahl                    ñ'usägúng+V+3rd_PERSON_PLURAL+REFLEXIVE
: ñ'usägúng'waaäseehl                  ñ'usägúng+V+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE
: ñ'usägúng'ang                        ñ'usägúng+V+NEGATIVE+SINGULAR+IMPERATIVE
: ñ'usägúng'angga                      ñ'usägúng+V+NEGATIVE+IMMEDIATE+PRESENT
: ñ'usägúng'ang                        ñ'usägúng+V+NEGATIVE+INTERROGATIVE+SIMPLE+PRESENT
: ñ'usägúng'anggang                    ñ'usägúng+V+NEGATIVE+SIMPLE+PRESENT
: ñ'usägúng'anggan                     ñ'usägúng+V+NEGATIVE+DIRECT+PAST
: ñ'usägúng'aangaa                     ñ'usägúng+V+NEGATIVE+INTERROGATIVE+PAST
: ñ'usägúng'aangaan                    ñ'usägúng+V+NEGATIVE+INDIRECT+PAST
: ñ'usägúng'ans                        ñ'usägúng+V+NEGATIVE+RELATIVE
: ñ'usägúng'aangaas                    ñ'usägúng+V+NEGATIVE+RELATIVE+EVIDENTIAL
: ñ'usägúng'angang                     ñ'usägúng+V+NEGATIVE+NON_FACTIVE
: ñ'usägúng'aangaa.ang                 ñ'usägúng+V+NEGATIVE+PAST+NON_FACTIVE
: ñ'usägúng'anggang                    ñ'usägúng+V+NEGATIVE+INTERROGATIVE+PRESENT+HABITUAL
: ñ'usägúnggang'anggang                ñ'usägúng+V+NEGATIVE+PRESENT+HABITUAL
: ñ'usägúnggang'angang                 ñ'usägúng+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: ñ'usägúng'anggiinii                  ñ'usägúng+V+NEGATIVE+DIRECT+PAST+HABITUAL
: ñ'usägúng'anggaangaa                 ñ'usägúng+V+NEGATIVE+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'anggaangaan                ñ'usägúng+V+NEGATIVE+INDIRECT+PAST+HABITUAL
: ñ'usägúng'angäsaa                    ñ'usägúng+V+NEGATIVE+INTERROGATIVE+FUTURE+LONG
: ñ'usägúng'angäs                      ñ'usägúng+V+NEGATIVE+INTERROGATIVE+FUTURE+SHORT
: ñ'usägúng'angäsaang                  ñ'usägúng+V+NEGATIVE+SIMPLE+FUTURE
: ñ'usägúng'angäsga                    ñ'usägúng+V+NEGATIVE+IMMEDIATE+FUTURE
: ñ'usägúng'angäsaas                   ñ'usägúng+V+NEGATIVE+RELATIVE+FUTURE
: ñ'usägúng'angäsaa.ang                ñ'usägúng+V+NEGATIVE+FUTURE+NON_FACTIVE
: ñ'usägúngang ñasaa'áng               ñ'usägúng+V+NEGATIVE+INTERROGATIVE+NEAR+FUTURE
: ñ'usägúngang ñasaa'ánggang           ñ'usägúng+V+NEGATIVE+NEAR+FUTURE
: ñ'usägúngang ñasaasdlä'áng           ñ'usägúng+V+NEGATIVE+INTERROGATIVE+VERYNEAR+FUTURE
: ñ'usägúngang ñasaasdlä'ánggang       ñ'usägúng+V+NEGATIVE+VERYNEAR+FUTURE
: ñ'usägúng'ang'uuj                    ñ'usägúng+V+NEGATIVE+BIASED+IMMEDIATE+PRESENT
: ñ'usägúng'ang'uujang                 ñ'usägúng+V+NEGATIVE+BIASED+SIMPLE+PRESENT
: ñ'usägúng'angäsaa'uujang             ñ'usägúng+V+NEGATIVE+RESIGNED_OBLIGATION
: ñ'usägúng'ang'us                     ñ'usägúng+V+NEGATIVE+BIASED+INTERROGATIVE+PRESENT
: ñ'usägúng'ang'ujaa                   ñ'usägúng+V+NEGATIVE+BIASED+INTERROGATIVE+PAST
: ñ'usägúng'ang'uujaangaa              ñ'usägúng+V+NEGATIVE+BIASED+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'angäsaa'us                 ñ'usägúng+V+NEGATIVE+BIASED+INTERROGATIVE+FUTURE
: ñ'usägúng'aang'ahlanggang            ñ'usägúng+V+NEGATIVE+CERTAIN+PRESENT
: ñ'usägúng'aang'ahlanggan             ñ'usägúng+V+NEGATIVE+CERTAIN+PAST
: ñ'usägúng'aang'ahlanggiinii          ñ'usägúng+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: ñ'usägúng'angäsaa'ahlans             ñ'usägúng+V+NEGATIVE+CERTAIN+FUTURE
: ñ'usägúng'aang'ahlans                ñ'usägúng+V+NEGATIVE+CERTAIN+RELATIVE
: ñ'usägúng'aangaa'ahlang              ñ'usägúng+V+NEGATIVE+INTENSIVE+PAST
: ñ'usägúng'aangaa'ahlanggaa           ñ'usägúng+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: ñ'usägúng'aangaa'ahlanggang          ñ'usägúng+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: ñ'usägúng'aang'ahl                   ñ'usägúng+V+NEGATIVE+REFLEXIVE
: ñ'usägúng'angäseehl                  ñ'usägúng+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: ñ'usägúng'ang'uu                     ñ'usägúng+V+NEGATIVE+PLURAL+IMPERATIVE
: ñ'usägúng'ang'waa                    ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: ñ'usägúng'ang'waa                    ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: ñ'usägúng'ang'waang                  ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: ñ'usägúng'ang'wägan                  ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: ñ'usägúng'ang'aawaa                  ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: ñ'usägúng'ang'aawaan                 ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: ñ'usägúng'ang'waas                   ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: ñ'usägúng'ang'aawaas                 ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: ñ'usägúng'ang'waa.ang                ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: ñ'usägúng'ang'aawaa.ang              ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: ñ'usägúnggang'ang'waa                ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: ñ'usägúnggang'ang'waang              ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: ñ'usägúnggang'ang'waa.ang            ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: ñ'usägúng'ang'wägiinii               ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: ñ'usägúng'ang'wägaangaa              ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'ang'wägaangaan             ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: ñ'usägúng'ang'waaäsaa                ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: ñ'usägúng'ang'waaäs                  ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: ñ'usägúng'ang'waaäsaang              ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: ñ'usägúng'ang'waaäsga                ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: ñ'usägúng'ang'waaäsaas               ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: ñ'usägúng'ang'waaäsaa.ang            ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: ñ'usägúng'waa.ang ñasaa'áng          ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: ñ'usägúng'waa.ang ñasaa'ánggang      ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: ñ'usägúng'waa.ang ñasaasdlä'áng      ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: ñ'usägúng'waa.ang ñasaasdlä'ánggang  ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: ñ'usägúng'ang'waa'uuj                ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: ñ'usägúng'ang'waa'uujang             ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: ñ'usägúng'ang'waaäsaa'uujang         ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: ñ'usägúng'ang'waa'us                 ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: ñ'usägúng'ang'waa'ujaa               ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: ñ'usägúng'ang'waa'uujaangaa          ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: ñ'usägúng'ang'waaäsaa'us             ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: ñ'usägúng'ang'waa'ahlanggang         ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: ñ'usägúng'ang'waa'ahlanggan          ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: ñ'usägúng'ang'waa'ahlanggiinii       ñ'usägúng+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
